,BAD,Loan Total,Mortgage Due,Value,Reason of Default,Occupation,Years at Job,Major derogatory,Delinquent credit lines,Age Of Oldest Credit Line in Months,Number Of Recent Credit Inquiries,Number of Credit Lines,Debt-to-Income Ratio,Home Value
3257,0,17400,11147.0,"100000-199,999",HomeImp,Mgr,23.0,0.0,0.0,73.46751776100001,1.0,19.0,29.531664150999998,"100000-199,999"
633,1,7900,126919.0,"100000-199,999",HomeImp,Mgr,10.0,,,,,,,"100000-199,999"
5038,0,26800,139309.0,"100000-199,999",DebtCon,Other,5.0,0.0,0.0,217.21148262,0.0,20.0,35.18585706,"100000-199,999"
5609,0,37800,111412.0,"100000-199,999",DebtCon,Other,,0.0,0.0,251.95678289999998,3.0,14.0,34.883410942,"100000-199,999"
3936,0,20600,124323.0,"100000-199,999",DebtCon,Office,4.0,,1.0,381.02564753,,51.0,37.169048081,"100000-199,999"
5224,0,28300,126942.0,"100000-199,999",DebtCon,Mgr,0.0,0.0,0.0,244.72228465,1.0,23.0,33.394853996,"100000-199,999"
3108,0,16900,131002.0,"100000-199,999",DebtCon,Office,4.0,0.0,0.0,135.85642316,0.0,20.0,28.151885281,"100000-199,999"
4189,0,21800,133812.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,169.76714449,0.0,37.0,20.059527176,"100000-199,999"
5386,0,31000,118000.0,"100000-199,999",DebtCon,ProfExe,17.0,0.0,0.0,127.03333333,1.0,17.0,,"100000-199,999"
2879,0,16000,20648.0,"100000-199,999",HomeImp,Self,5.0,0.0,0.0,315.46656561,0.0,26.0,25.912976009,"100000-199,999"
4908,0,25800,137140.0,"100000-199,999",DebtCon,Other,7.0,0.0,1.0,209.08528296,1.0,19.0,36.18947433,"100000-199,999"
5262,1,28600,126189.0,"100000-199,999",DebtCon,ProfExe,19.0,0.0,2.0,239.22703591,0.0,26.0,31.012748928,"100000-199,999"
2283,1,13900,144263.0,"100000-199,999",DebtCon,ProfExe,8.0,2.0,6.0,111.58860329,5.0,38.0,91.612599977,"100000-199,999"
5318,0,29900,131756.0,"100000-199,999",DebtCon,Mgr,0.0,0.0,0.0,237.56224137,1.0,24.0,35.043100515999996,"100000-199,999"
3365,0,17900,97335.0,"100000-199,999",,Other,,0.0,,250.48710842,,24.0,39.15632328,"100000-199,999"
4391,1,22800,129697.0,"100000-199,999",DebtCon,ProfExe,5.0,0.0,1.0,202.60380291,1.0,18.0,22.043933841999998,"100000-199,999"
4770,1,25000,106282.0,"100000-199,999",HomeImp,ProfExe,14.0,2.0,4.0,198.86666667,2.0,28.0,,"100000-199,999"
3031,0,16500,126872.0,"100000-199,999",DebtCon,Office,5.0,0.0,0.0,136.12243475,1.0,21.0,26.404528406999997,"100000-199,999"
3573,1,18800,67666.0,"100000-199,999",HomeImp,ProfExe,14.0,0.0,0.0,135.95180823,1.0,11.0,47.590528653,"100000-199,999"
4294,0,22400,127967.0,"100000-199,999",DebtCon,Office,1.0,,0.0,377.86498468,,52.0,36.438724078,"100000-199,999"
4104,0,21400,128095.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,180.41735424,0.0,38.0,17.495700487,"100000-199,999"
4320,0,22500,127709.0,"100000-199,999",DebtCon,Office,1.0,,0.0,367.18951506,,51.0,37.888049808000005,"100000-199,999"
2427,1,14600,124000.0,"100000-199,999",DebtCon,ProfExe,4.0,0.0,0.0,146.86666667,2.0,29.0,,"100000-199,999"
2932,0,16100,26276.0,"100000-199,999",HomeImp,Self,7.0,0.0,0.0,336.19846451,0.0,26.0,25.991819945,"100000-199,999"
3615,0,19000,130291.0,"100000-199,999",DebtCon,Office,3.0,0.0,0.0,140.68934288,0.0,20.0,24.788150206999997,"100000-199,999"
4810,0,25100,137489.0,"100000-199,999",DebtCon,Other,7.0,1.0,0.0,211.20898093,1.0,20.0,34.767948845,"100000-199,999"
3267,0,17400,123579.0,"100000-199,999",DebtCon,Office,4.0,0.0,0.0,146.3520808,0.0,20.0,26.603511505,"100000-199,999"
2682,0,15300,22079.0,"100000-199,999",HomeImp,Self,8.0,0.0,0.0,301.4910256,0.0,27.0,27.771122696,"100000-199,999"
4161,1,21700,92382.0,"100000-199,999",,Mgr,13.0,2.0,5.0,249.24276294,,24.0,29.369026403000003,"100000-199,999"
5438,0,32100,120725.0,"100000-199,999",DebtCon,ProfExe,15.0,0.0,0.0,121.56041992,1.0,17.0,27.902221606999998,"100000-199,999"
5270,0,28800,132019.0,"100000-199,999",DebtCon,Mgr,0.0,0.0,0.0,231.28613401,1.0,24.0,35.490305671,"100000-199,999"
5526,0,34300,118911.0,"100000-199,999",DebtCon,ProfExe,16.0,0.0,0.0,134.73402354,0.0,17.0,28.817515455,"100000-199,999"
4496,0,23500,133197.0,"100000-199,999",DebtCon,Other,8.0,1.0,0.0,214.28459938,0.0,19.0,36.642629039,"100000-199,999"
5886,1,56800,95321.0,"100000-199,999",DebtCon,Other,3.0,0.0,0.0,239.43333333,4.0,38.0,,"100000-199,999"
3196,0,17100,104652.0,"100000-199,999",,Other,,1.0,,270.58121434,,23.0,38.465227693,"100000-199,999"
5516,0,34000,121625.0,"100000-199,999",DebtCon,ProfExe,15.0,0.0,0.0,112.31499706,0.0,17.0,28.994312374,"100000-199,999"
5173,0,27800,127770.0,"100000-199,999",DebtCon,Mgr,2.0,0.0,0.0,235.72854702,1.0,24.0,34.844155434,"100000-199,999"
4708,0,24900,134427.0,"100000-199,999",DebtCon,Other,7.0,1.0,0.0,202.44732613,0.0,19.0,35.349211904,"100000-199,999"
3617,0,19000,22236.0,"100000-199,999",HomeImp,Self,7.0,0.0,0.0,296.08019369,0.0,27.0,27.640018057,"100000-199,999"
5528,1,34400,155536.0,"100000-199,999",DebtCon,Office,10.0,0.0,0.0,107.70992269999999,4.0,32.0,58.826929601,"100000-199,999"
4530,0,23600,126254.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,176.74916309,0.0,38.0,17.620920214,"100000-199,999"
5455,0,32500,124548.0,"100000-199,999",DebtCon,ProfExe,16.0,0.0,0.0,129.524283,1.0,17.0,28.85081359,"100000-199,999"
5307,1,29500,118000.0,"100000-199,999",DebtCon,Mgr,8.0,0.0,0.0,138.96666667,1.0,23.0,,"100000-199,999"
3208,0,17200,11950.0,"100000-199,999",HomeImp,Mgr,22.0,0.0,0.0,77.28338496800001,1.0,20.0,28.82169866,"100000-199,999"
5031,0,26700,129559.0,"100000-199,999",DebtCon,Mgr,1.0,0.0,0.0,232.64617336,1.0,24.0,34.117532893,"100000-199,999"
5045,1,26800,138216.0,"100000-199,999",DebtCon,ProfExe,10.0,0.0,0.0,199.73871138,1.0,29.0,76.421478047,"100000-199,999"
3438,0,18200,16386.0,"100000-199,999",HomeImp,Mgr,23.0,0.0,0.0,73.007277303,2.0,20.0,29.804601445,"100000-199,999"
4385,0,22800,132706.0,"100000-199,999",DebtCon,ProfExe,8.0,0.0,0.0,147.41494905,0.0,37.0,19.518531863,"100000-199,999"
4249,0,22100,132417.0,"100000-199,999",DebtCon,ProfExe,4.0,0.0,0.0,180.03687676,0.0,37.0,21.236090456,"100000-199,999"
3704,0,19500,8861.0,"100000-199,999",HomeImp,Mgr,23.0,0.0,0.0,76.78849547600001,2.0,20.0,31.584002863000002,"100000-199,999"
5440,0,32200,118793.0,"100000-199,999",DebtCon,ProfExe,16.0,0.0,0.0,119.60347765,1.0,16.0,29.011327721,"100000-199,999"
4461,0,23200,131804.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,197.76872804,0.0,37.0,19.778851787,"100000-199,999"
3435,0,18100,18611.0,"100000-199,999",HomeImp,Self,5.0,0.0,0.0,313.03794532,0.0,26.0,27.199154011999997,"100000-199,999"
4713,0,24900,139241.0,"100000-199,999",DebtCon,Other,6.0,1.0,0.0,220.68715833,0.0,19.0,35.591655668,"100000-199,999"
3446,1,18200,139000.0,"100000-199,999",DebtCon,Other,0.1,0.0,1.0,102.5,7.0,18.0,,"100000-199,999"
2871,0,15900,19639.0,"100000-199,999",HomeImp,Self,8.0,0.0,0.0,311.31036041,0.0,26.0,26.876729860999998,"100000-199,999"
5343,0,30200,124000.0,"100000-199,999",DebtCon,Mgr,13.0,0.0,0.0,176.5,2.0,28.0,,"100000-199,999"
3353,0,17800,13839.0,"100000-199,999",HomeImp,Mgr,23.0,0.0,0.0,86.70262480299999,2.0,21.0,31.359609533,"100000-199,999"
3784,0,20000,126324.0,"100000-199,999",,Mgr,26.0,,5.0,329.56666667,1.0,28.0,,"100000-199,999"
4665,0,24500,134188.0,"100000-199,999",DebtCon,Other,5.0,1.0,0.0,219.16757792,0.0,20.0,34.986140572,"100000-199,999"
3871,0,20200,130401.0,"100000-199,999",DebtCon,ProfExe,7.0,0.0,0.0,178.94254482,0.0,38.0,20.327137907,"100000-199,999"
4457,1,23200,129355.0,"100000-199,999",DebtCon,ProfExe,0.0,0.0,0.0,328.51412138,0.0,30.0,40.048440044,"100000-199,999"
4379,0,22800,127010.0,"100000-199,999",,Mgr,25.0,,5.0,335.61565087,0.0,27.0,32.365041561999995,"100000-199,999"
5399,0,31300,119911.0,"100000-199,999",DebtCon,ProfExe,16.0,0.0,0.0,140.44947135,0.0,16.0,27.689910704000003,"100000-199,999"
3129,0,17000,10866.0,"100000-199,999",HomeImp,Mgr,24.0,0.0,0.0,79.991975497,2.0,21.0,29.846958736999998,"100000-199,999"
5512,0,33900,128884.0,"100000-199,999",DebtCon,Mgr,12.0,1.0,0.0,166.62473824,1.0,27.0,42.318899224,"100000-199,999"
3731,1,19700,139534.0,"100000-199,999",DebtCon,Other,0.0,0.0,0.0,101.94351853,6.0,17.0,32.761083981,"100000-199,999"
5506,0,33700,132617.0,"100000-199,999",DebtCon,Mgr,15.0,0.0,0.0,178.41118328,1.0,28.0,42.457644852,"100000-199,999"
5591,1,36800,125894.0,"100000-199,999",DebtCon,Office,11.0,0.0,1.0,214.73116034,1.0,33.0,43.847543717,"100000-199,999"
5837,1,50500,70318.0,"100000-199,999",HomeImp,Other,0.0,0.0,1.0,106.20109859,,13.0,25.845263880999997,"100000-199,999"
4932,0,26000,139904.0,"100000-199,999",DebtCon,Other,6.0,1.0,0.0,204.11441471,0.0,19.0,34.83482969,"100000-199,999"
4520,0,23600,136607.0,"100000-199,999",DebtCon,Other,6.0,0.0,0.0,226.04029456,0.0,20.0,36.976930394,"100000-199,999"
3390,0,18000,105000.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,219.16666667,4.0,24.0,,"100000-199,999"
3636,0,19000,105729.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,216.43903593,4.0,23.0,41.046748124000004,"100000-199,999"
3544,0,18600,15243.0,"100000-199,999",HomeImp,Mgr,25.0,0.0,0.0,73.441538538,2.0,21.0,29.095882795999998,"100000-199,999"
3688,0,19400,109812.0,"100000-199,999",DebtCon,Office,5.0,0.0,0.0,204.10541489,3.0,23.0,43.33840720600001,"100000-199,999"
4781,1,25000,103700.0,"100000-199,999",DebtCon,Other,4.0,0.0,0.0,,0.0,0.0,,"100000-199,999"
4336,0,22600,133264.0,"100000-199,999",DebtCon,ProfExe,6.0,1.0,0.0,190.24756023,0.0,37.0,19.973955025,"100000-199,999"
4171,0,21700,128841.0,"100000-199,999",DebtCon,ProfExe,4.0,0.0,0.0,165.31028179,0.0,37.0,20.342810799000002,"100000-199,999"
5034,0,26800,133594.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,215.96832799999999,1.0,19.0,36.946997493000005,"100000-199,999"
3354,0,17800,13660.0,"100000-199,999",HomeImp,Mgr,23.0,0.0,0.0,78.838898801,2.0,21.0,30.062792323000004,"100000-199,999"
3689,0,19400,110745.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,217.40670533,4.0,23.0,42.220407153000004,"100000-199,999"
3948,0,20600,114947.0,"100000-199,999",DebtCon,Office,4.0,0.0,0.0,219.33687955,4.0,24.0,40.543738916,"100000-199,999"
3826,0,20000,9722.0,"100000-199,999",HomeImp,Mgr,21.0,0.0,0.0,89.211954836,2.0,20.0,31.120877405,"100000-199,999"
2759,0,15500,20800.0,"100000-199,999",HomeImp,Self,6.0,0.0,0.0,292.03418548,0.0,26.0,25.562881927,"100000-199,999"
2055,1,13000,152029.0,"100000-199,999",HomeImp,ProfExe,20.0,0.0,0.0,19.333333333,7.0,5.0,,"100000-199,999"
4028,0,21000,106011.0,"100000-199,999",DebtCon,Office,7.0,0.0,0.0,223.76961057,3.0,24.0,40.564750356,"100000-199,999"
5727,0,42600,114000.0,"100000-199,999",DebtCon,Self,12.0,0.0,0.0,183.43333333,0.0,5.0,,"100000-199,999"
5758,0,43900,120527.0,"100000-199,999",DebtCon,Self,13.0,0.0,0.0,167.20836635,0.0,4.0,39.289348980999996,"100000-199,999"
4447,0,23100,133867.0,"100000-199,999",,Mgr,26.0,,3.0,332.40983989,0.0,28.0,30.768637688000002,"100000-199,999"
5136,0,27600,131887.0,"100000-199,999",DebtCon,Mgr,0.0,0.0,0.0,243.05371295,2.0,24.0,35.271867031999996,"100000-199,999"
5538,0,34900,121550.0,"100000-199,999",DebtCon,ProfExe,17.0,0.0,0.0,110.94310953,1.0,17.0,30.699303019000002,"100000-199,999"
4048,0,21200,109747.0,"100000-199,999",DebtCon,Office,7.0,0.0,0.0,211.8072267,3.0,24.0,40.39483989,"100000-199,999"
4411,0,22900,131767.0,"100000-199,999",,Mgr,24.0,,4.0,329.64779497,1.0,28.0,32.361627061,"100000-199,999"
3858,0,20200,137000.0,"100000-199,999",DebtCon,ProfExe,6.0,,,183.66666667,5.0,43.0,,"100000-199,999"
5772,0,45700,118247.0,"100000-199,999",DebtCon,Self,11.0,0.0,0.0,170.65222452,0.0,5.0,37.730751386,"100000-199,999"
4003,0,20900,133213.0,"100000-199,999",,Mgr,26.0,,4.0,332.08282636,1.0,27.0,32.346398825,"100000-199,999"
5776,0,46200,117227.0,"100000-199,999",DebtCon,Self,12.0,0.0,0.0,195.64118682,0.0,5.0,40.621619276,"100000-199,999"
5449,0,32300,133193.0,"100000-199,999",DebtCon,Mgr,13.0,0.0,0.0,177.0516476,1.0,28.0,39.475689601999996,"100000-199,999"
4625,0,24300,142000.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,323.66666667,0.0,35.0,,"100000-199,999"
4722,0,25000,109000.0,"100000-199,999",DebtCon,Sales,17.0,0.0,0.0,298.33333333,1.0,31.0,,"100000-199,999"
4527,0,23600,141000.0,"100000-199,999",DebtCon,Other,2.0,0.0,0.0,192.76666667,0.0,35.0,,"100000-199,999"
1722,0,12000,150000.0,"100000-199,999",DebtCon,ProfExe,7.0,,1.0,206.66666667,4.0,26.0,,"100000-199,999"
5421,0,31800,125864.0,"100000-199,999",DebtCon,Mgr,12.0,0.0,0.0,174.20934404,2.0,28.0,40.584811501,"100000-199,999"
5377,0,30800,125787.0,"100000-199,999",DebtCon,Mgr,13.0,0.0,0.0,157.87768069999998,2.0,29.0,41.350974526,"100000-199,999"
5523,0,34200,119575.0,"100000-199,999",DebtCon,ProfExe,16.0,0.0,0.0,131.54243821,1.0,16.0,27.149898515,"100000-199,999"
1167,0,10000,147234.0,"100000-199,999",HomeImp,Office,6.0,0.0,0.0,192.76666667,1.0,56.0,,"100000-199,999"
485,0,7000,120000.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,219.16666667,1.0,20.0,,"100000-199,999"
1234,0,10100,154005.0,"100000-199,999",HomeImp,Office,4.0,0.0,0.0,189.36630726,0.0,56.0,33.971221884,"100000-199,999"
5014,0,26600,148986.0,"100000-199,999",DebtCon,Other,1.0,0.0,0.0,197.39171326,0.0,35.0,40.514989578000005,"100000-199,999"
5239,0,28400,112996.0,"100000-199,999",DebtCon,Sales,17.0,0.0,0.0,303.28205506,1.0,31.0,36.289002598,"100000-199,999"
5484,0,33200,119049.0,"100000-199,999",DebtCon,ProfExe,17.0,0.0,0.0,112.46778525,0.0,16.0,28.51781662,"100000-199,999"
2561,0,15000,135442.0,"100000-199,999",DebtCon,Mgr,11.0,0.0,0.0,247.56666667,0.0,21.0,,"100000-199,999"
5736,0,42900,122372.0,"100000-199,999",DebtCon,Self,13.0,0.0,0.0,160.72975574,0.0,4.0,39.469199606,"100000-199,999"
3944,0,20600,138918.0,"100000-199,999",DebtCon,ProfExe,5.0,,,189.95591947,4.0,42.0,40.862678366,"100000-199,999"
5562,1,36000,124000.0,"100000-199,999",DebtCon,Other,21.0,,,257.7,5.0,35.0,,"100000-199,999"
5025,0,26700,144243.0,"100000-199,999",DebtCon,Other,1.0,0.0,0.0,194.67979612,0.0,34.0,40.479243579,"100000-199,999"
4358,0,22600,131098.0,"100000-199,999",,Mgr,26.0,,5.0,339.67701817,1.0,28.0,33.057559856,"100000-199,999"
5395,0,31200,124295.0,"100000-199,999",DebtCon,Mgr,12.0,0.0,0.0,171.21441633,1.0,27.0,43.17681901,"100000-199,999"
726,0,8200,120837.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,196.72416054,0.0,20.0,34.745743151999996,"100000-199,999"
3417,0,18000,107546.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,218.01938613,3.0,23.0,40.15214366,"100000-199,999"
2622,0,15100,140193.0,"100000-199,999",DebtCon,Mgr,11.0,0.0,0.0,248.18841905,0.0,20.0,30.080158196,"100000-199,999"
1373,0,10700,124330.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,222.63433925,1.0,19.0,33.964777335,"100000-199,999"
5371,0,30800,129062.0,"100000-199,999",DebtCon,Mgr,13.0,0.0,0.0,184.31937605,2.0,28.0,40.894302088,"100000-199,999"
1925,0,12700,149272.0,"100000-199,999",HomeImp,Office,7.0,0.0,0.0,191.90446359,1.0,55.0,33.902320006,"100000-199,999"
837,0,8600,124810.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,213.30288482,1.0,19.0,32.876458514,"100000-199,999"
5437,0,32100,127901.0,"100000-199,999",DebtCon,Mgr,12.0,0.0,0.0,186.6022388,2.0,27.0,40.959377081999996,"100000-199,999"
4462,0,23200,144542.0,"100000-199,999",DebtCon,ProfExe,5.0,,,179.239077,5.0,42.0,40.823160429,"100000-199,999"
3640,0,19100,105111.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,211.40033751,4.0,24.0,41.413123846,"100000-199,999"
4066,0,21300,134578.0,"100000-199,999",,Mgr,25.0,,5.0,334.06591692,0.0,27.0,31.875771086999997,"100000-199,999"
3794,0,20000,135631.66,"100000-199,999",HomeImp,Mgr,8.0,0.0,0.0,321.63333333,0.0,17.0,,"100000-199,999"
4467,0,23300,143821.0,"100000-199,999",HomeImp,Mgr,8.0,0.0,0.0,320.92343613,0.0,16.0,44.752958858999996,"100000-199,999"
2003,0,12900,149297.0,"100000-199,999",HomeImp,Office,4.0,0.0,0.0,205.87392119999998,0.0,56.0,34.975734174,"100000-199,999"
2608,1,15000,125000.0,"100000-199,999",HomeImp,ProfExe,10.0,3.0,1.0,221.16666667,0.0,14.0,,"100000-199,999"
5107,0,27300,149950.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,328.16812274,0.0,35.0,39.159553757,"100000-199,999"
5174,0,27800,142356.0,"100000-199,999",DebtCon,ProfExe,6.0,0.0,0.0,315.17556745,0.0,35.0,38.595990922,"100000-199,999"
4967,0,26300,118304.0,"100000-199,999",DebtCon,Sales,17.0,0.0,0.0,299.21725229,1.0,30.0,34.368269329,"100000-199,999"
1833,0,12300,159798.0,"100000-199,999",DebtCon,ProfExe,6.0,,0.0,206.81707264,4.0,25.0,41.42504139,"100000-199,999"
1830,0,12300,152274.0,"100000-199,999",HomeImp,Office,4.0,0.0,0.0,196.87675772,0.0,56.0,33.722769149,"100000-199,999"
2663,0,15200,142766.0,"100000-199,999",DebtCon,Mgr,12.0,0.0,0.0,260.38343907,0.0,21.0,27.533272218,"100000-199,999"
4110,0,21500,110712.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,212.60407973,4.0,24.0,43.310856295,"100000-199,999"
5065,0,27000,144901.0,"100000-199,999",DebtCon,ProfExe,7.0,0.0,0.0,331.1139721,0.0,34.0,40.566551898,"100000-199,999"
3554,0,18700,136790.0,"100000-199,999",DebtCon,Mgr,12.0,0.0,0.0,246.95441969,0.0,21.0,30.11861356,"100000-199,999"
4747,0,25000,127491.0,"100000-199,999",DebtCon,Mgr,1.0,,,120.4,,39.0,,"100000-199,999"
4684,0,24700,149235.0,"100000-199,999",DebtCon,ProfExe,5.0,0.0,0.0,324.13778352,0.0,34.0,38.709991448000004,"100000-199,999"
1003,0,9400,122412.0,"100000-199,999",DebtCon,Other,7.0,0.0,0.0,226.08880709,0.0,19.0,35.463386978,"100000-199,999"
2277,0,13900,155486.0,"100000-199,999",DebtCon,ProfExe,7.0,,1.0,192.48231602,4.0,26.0,41.176711827,"100000-199,999"
5778,0,46300,120636.0,"100000-199,999",DebtCon,Self,11.0,0.0,0.0,188.04361919999997,0.0,3.0,40.915141270999996,"100000-199,999"
4853,0,25500,143881.0,"100000-199,999",DebtCon,ProfExe,7.0,0.0,0.0,323.02257180000004,0.0,35.0,37.575821975,"100000-199,999"
5228,0,28300,130028.0,"100000-199,999",DebtCon,Mgr,2.0,,,113.94263886,,39.0,33.440161626999995,"100000-199,999"
5740,0,43200,120310.0,"100000-199,999",DebtCon,Self,10.0,0.0,0.0,196.28157917,0.0,5.0,40.165488129,"100000-199,999"
4851,0,25500,135728.0,"100000-199,999",DebtCon,Mgr,0.0,,,133.9564941,,38.0,32.425629947,"100000-199,999"
5123,0,27500,132000.0,"100000-199,999",DebtCon,ProfExe,1.0,1.0,0.0,226.23333333,2.0,19.0,,"100000-199,999"
4926,0,26000,150773.0,"100000-199,999",DebtCon,Other,1.0,0.0,0.0,186.91446699,0.0,35.0,38.707779709,"100000-199,999"
4340,0,22600,142117.0,"100000-199,999",DebtCon,ProfExe,5.0,,,200.8339688,4.0,42.0,41.00966476,"100000-199,999"
5086,0,27200,145725.0,"100000-199,999",DebtCon,Other,1.0,0.0,0.0,183.37628836,0.0,34.0,40.287479925,"100000-199,999"
5749,0,43300,119351.0,"100000-199,999",DebtCon,Self,13.0,0.0,0.0,178.95153943,0.0,4.0,37.980464023,"100000-199,999"
5454,0,32400,128523.0,"100000-199,999",DebtCon,Mgr,13.0,0.0,0.0,150.08428711,1.0,28.0,43.144345509,"100000-199,999"
4501,0,23500,146371.0,"100000-199,999",DebtCon,ProfExe,6.0,,,195.17814464,4.0,43.0,39.94505447,"100000-199,999"
5267,0,28700,133188.0,"100000-199,999",DebtCon,ProfExe,1.0,1.0,0.0,223.34866354,1.0,19.0,41.136159259,"100000-199,999"
1309,0,10500,154434.0,"100000-199,999",HomeImp,Office,5.0,0.0,0.0,182.35389999,1.0,55.0,34.983459334,"100000-199,999"
2738,0,15500,158506.0,"100000-199,999",DebtCon,ProfExe,8.0,,0.0,195.6860259,4.0,26.0,40.73934639,"100000-199,999"
1992,0,12900,151991.0,"100000-199,999",HomeImp,Office,6.0,0.0,0.0,186.8053299,0.0,55.0,34.19175206,"100000-199,999"
5000,0,26500,112059.0,"100000-199,999",DebtCon,Sales,15.0,0.0,0.0,313.2053014,0.0,30.0,36.359104168,"100000-199,999"
4443,0,23100,141937.0,"100000-199,999",HomeImp,Mgr,6.0,0.0,0.0,328.39849318,0.0,16.0,43.910045849,"100000-199,999"
1817,0,12300,152107.0,"100000-199,999",DebtCon,ProfExe,7.0,,1.0,212.78299558,3.0,25.0,43.134095051,"100000-199,999"
4069,0,21300,145324.0,"100000-199,999",DebtCon,ProfExe,5.0,,,199.47673517,5.0,42.0,39.839640135,"100000-199,999"
3773,0,20000,69742.61,"100000-199,999",,Other,11.0,0.0,0.0,366.3,1.0,17.0,,"100000-199,999"
3797,0,20000,132436.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,221.16666667,1.0,24.0,,"100000-199,999"
3984,0,20800,136884.0,"100000-199,999",HomeImp,Mgr,9.0,0.0,0.0,323.5951974,0.0,17.0,43.037750038999995,"100000-199,999"
513,0,7100,120176.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,221.60732419,0.0,18.0,32.674358966999996,"100000-199,999"
4042,0,21100,143487.0,"100000-199,999",HomeImp,Mgr,7.0,0.0,0.0,324.16332860000006,0.0,16.0,43.251182523000004,"100000-199,999"
4258,0,22200,138121.0,"100000-199,999",DebtCon,ProfExe,22.0,0.0,0.0,240.70306903,1.0,24.0,40.621894155999996,"100000-199,999"
3851,0,20200,105278.0,"100000-199,999",DebtCon,Office,6.0,0.0,0.0,218.65781872,3.0,24.0,41.80676309,"100000-199,999"
1229,0,10100,126358.0,"100000-199,999",DebtCon,Other,8.0,0.0,0.0,199.35052965,1.0,20.0,32.033628789,"100000-199,999"
4907,0,25800,112388.0,"100000-199,999",DebtCon,Sales,16.0,0.0,0.0,295.54600578,0.0,31.0,33.241096010999996,"100000-199,999"
2136,0,13400,156455.0,"100000-199,999",DebtCon,ProfExe,6.0,,1.0,210.71825612,4.0,25.0,40.247372799000004,"100000-199,999"
4254,0,22200,138584.0,"100000-199,999",DebtCon,ProfExe,5.0,,,195.63280771,4.0,43.0,41.205399011,"100000-199,999"
4585,0,24000,144975.0,"100000-199,999",DebtCon,ProfExe,6.0,,,193.1196811,5.0,43.0,39.593595223,"100000-199,999"
3830,0,20000,129682.0,"100000-199,999",,Mgr,24.0,,4.0,322.20025857,0.0,27.0,30.891171386,"100000-199,999"
5418,0,31800,126316.0,"100000-199,999",DebtCon,Mgr,14.0,0.0,0.0,167.85725585,2.0,28.0,42.633437183000005,"100000-199,999"
4335,0,22500,136086.0,"100000-199,999",,Mgr,26.0,,4.0,329.40723708,1.0,27.0,33.031415536,"100000-199,999"
5296,0,29200,139299.0,"100000-199,999",DebtCon,ProfExe,1.0,0.0,0.0,226.86114488,1.0,19.0,40.817309246,"100000-199,999"
4403,0,22900,136032.0,"100000-199,999",DebtCon,ProfExe,21.0,0.0,0.0,240.34747113,0.0,24.0,41.596747473,"100000-199,999"
4540,0,23700,144373.0,"100000-199,999",DebtCon,ProfExe,5.0,,,175.81537537,5.0,43.0,40.315790028,"100000-199,999"
5088,0,27200,110470.0,"100000-199,999",DebtCon,Sales,17.0,0.0,0.0,295.47144922,1.0,30.0,34.766949696,"100000-199,999"
1869,0,12500,157312.0,"100000-199,999",DebtCon,ProfExe,7.0,,0.0,209.70673679,4.0,25.0,40.905619756,"100000-199,999"
1385,0,10700,147477.0,"100000-199,999",HomeImp,Office,6.0,0.0,0.0,190.02108492,1.0,55.0,34.698162391,"100000-199,999"
5363,0,30500,124225.0,"100000-199,999",DebtCon,Mgr,11.0,0.0,0.0,189.43917118,2.0,28.0,43.168391726,"100000-199,999"
5361,0,30500,138082.0,"100000-199,999",DebtCon,ProfExe,2.0,1.0,0.0,219.24730717,1.0,19.0,40.874698521999996,"100000-199,999"
2908,0,16000,140979.0,"100000-199,999",DebtCon,Mgr,9.0,0.0,0.0,236.70711828,0.0,21.0,27.841339881,"100000-199,999"
4215,0,22000,142072.0,"100000-199,999",DebtCon,ProfExe,6.0,,,162.53864032,5.0,42.0,41.270820127,"100000-199,999"
1529,0,11200,153103.0,"100000-199,999",HomeImp,Office,6.0,0.0,0.0,186.249507,0.0,55.0,33.995565356,"100000-199,999"
4289,0,22400,135912.0,"100000-199,999",HomeImp,Mgr,7.0,0.0,0.0,316.99290614,0.0,17.0,45.006818085,"100000-199,999"
4959,0,26200,149599.0,"100000-199,999",DebtCon,Other,1.0,0.0,0.0,204.02898979,0.0,35.0,39.800879561,"100000-199,999"
